Id	WT30_a	WT30_b	WT30_c	WT37_a	WT37_b	WT37_c	norm.WT30_a	norm.WT30_b	norm.WT30_c	norm.WT37_a	norm.WT37_b	norm.WT37_c	baseMean	WT	WT37	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
CNAG_07534	3756	2287	1976	1791	2082	3069	3756	2287	1976	1791	2082	3069	2493.5	2673	2314	0.866	-0.208	0.618675200085513	0.999999471897794	0.0928	0.142	0.1255	0.1255	TRUE	1.5247
CNAG_07535	1439	690	775	611	1003	1334	1439	690	775	611	1003	1334	975.33	968	983	1.015	0.022	0.961715384726604	0.999999471897794	0.1501	0.1442	0.1462	0.1462	TRUE	0.3779
CNAG_07536	1682	1029	1740	558	1891	2731	1682	1029	1740	558	1891	2731	1605.17	1484	1727	1.164	0.219	0.675048657033334	0.999999471897794	0.3065	0.1428	0.1957	0.1957	TRUE	0.3075
CNAG_07537	445	265	379	135	468	670	445	265	379	135	468	670	393.67	363	424	1.169	0.225	0.670019876831462	0.999999471897794	0.303	0.1495	0.1988	0.1988	TRUE	0.3247
CNAG_07538	14572	7703	6512	12277	3213	4645	14572	7703	6512	12277	3213	4645	8153.67	9596	6712	0.699	-0.516	0.326174781317374	0.999999471897794	0.2941	0.141	0.1987	0.1987	TRUE	4.096
CNAG_07539	2687	2059	2087	1787	2457	3525	2687	2059	2087	1787	2457	3525	2433.67	2278	2590	1.137	0.185	0.643123973808975	0.999999471897794	0.0649	0.142	0.1147	0.1147	TRUE	0.3164
CNAG_07540	244	101	202	184	95	142	244	101	202	184	95	142	161.33	182	140	0.77	-0.378	0.42460026129308	0.999999471897794	0.1406	0.1622	0.155	0.155	TRUE	0.5425
CNAG_07541	5780	2693	2722	6189	3017	3304	5780	2693	2722	6189	3017	3304	3950.83	3732	4170	1.117	0.16	0.728161187354667	0.999999471897794	0.163	0.1415	0.1529	0.1529	TRUE	2.8059
CNAG_07542	490	270	291	710	281	345	490	270	291	710	281	345	397.83	350	445	1.271	0.346	0.461267353260757	0.999999471897794	0.1706	0.1494	0.1565	0.1565	TRUE	2.5216
CNAG_07544	355	163	191	210	196	275	355	163	191	210	196	275	231.67	236	227	0.961	-0.058	0.895156016787005	0.999999471897794	0.0989	0.1557	0.1359	0.1359	TRUE	2.1375
CNAG_07545	1573	1017	1200	499	1405	2311	1573	1017	1200	499	1405	2311	1334.17	1263	1405	1.112	0.153	0.763161424356812	0.999999471897794	0.2738	0.1432	0.1859	0.1859	TRUE	0.1658
CNAG_07546	967	573	784	300	776	1216	967	573	784	300	776	1216	769.33	775	764	0.986	-0.02	0.967999546225289	0.999999471897794	0.2445	0.1451	0.1778	0.1778	TRUE	0.2073
CNAG_07547	3010	2485	3356	1789	2136	2902	3010	2485	3356	1789	2136	2902	2613	2950	2276	0.771	-0.375	0.324851072283072	0.999999471897794	0.0418	0.1419	0.1039	0.1039	TRUE	0.7025
CNAG_07548	836	427	494	381	630	846	836	427	494	381	630	846	602.33	586	619	1.057	0.08	0.858517699435599	0.999999471897794	0.1364	0.1464	0.143	0.143	TRUE	0.2611
CNAG_07549	2308	1867	1910	1915	777	530	2308	1867	1910	1915	777	530	1551.17	2028	1074	0.529	-0.917	0.058292465982014	0.733370061652201	0.2135	0.1428	0.1684	0.1684	TRUE	4.4209
CNAG_07550	1503	507	527	876	823	1162	1503	507	527	876	823	1162	899.67	846	954	1.128	0.173	0.719089310060932	0.999999471897794	0.2101	0.1445	0.1664	0.1664	TRUE	5.5016
CNAG_07551	6898	3947	4067	5929	3095	3712	6898	3947	4067	5929	3095	3712	4608	4971	4245	0.854	-0.228	0.591112859260891	0.999999471897794	0.1016	0.1413	0.1291	0.1291	TRUE	1.4659
CNAG_07552	2221	1577	1324	1958	1832	2574	2221	1577	1324	1958	1832	2574	1914.33	1707	2121	1.242	0.313	0.420319165699525	0.999999471897794	0.0534	0.1424	0.1083	0.1083	TRUE	0.8363
CNAG_07553	1697	1036	1011	980	1504	2143	1697	1036	1011	980	1504	2143	1395.17	1248	1542	1.236	0.305	0.478872746951376	0.999999471897794	0.1135	0.1431	0.1334	0.1334	TRUE	0.1977
CNAG_07554	4624	2894	3459	2246	3293	4923	4624	2894	3459	2246	3293	4923	3573.17	3659	3487	0.953	-0.069	0.869160915342423	0.999999471897794	0.1018	0.1416	0.1274	0.1274	TRUE	0.3628
CNAG_07555	2282	1575	1199	1798	734	1000	2282	1575	1199	1798	734	1000	1431.33	1685	1177	0.699	-0.518	0.251674007012709	0.999999471897794	0.156	0.143	0.1462	0.1462	TRUE	0.7395
CNAG_07556	1304	885	1122	520	618	821	1304	885	1122	520	618	821	878.33	1104	653	0.592	-0.757	0.0508961099719925	0.712049496397271	0.0439	0.1446	0.1072	0.1072	TRUE	0.2821
CNAG_07557	5808	3565	3631	3444	1948	2572	5808	3565	3631	3444	1948	2572	3494.67	4335	2655	0.612	-0.707	0.0816846150543488	0.857290159625914	0.083	0.1416	0.1187	0.1187	TRUE	0.6667
CNAG_07558	29154	13122	13820	28012	19300	23819	29154	13122	13820	28012	19300	23819	21204.5	18699	23710	1.268	0.343	0.42589432639413	0.999999471897794	0.1066	0.1408	0.1334	0.1334	TRUE	1.4697
CNAG_07559	12079	7222	6023	11198	3270	4079	12079	7222	6023	11198	3270	4079	7311.83	8441	6182	0.732	-0.449	0.376331639392405	0.999999471897794	0.2478	0.1411	0.1858	0.1858	TRUE	4.4975
CNAG_07560	1502	1192	1292	451	819	1170	1502	1192	1292	451	819	1170	1071	1329	813	0.612	-0.708	0.10004195016064	0.923306675084217	0.1118	0.1438	0.1326	0.1326	TRUE	0.3392
CNAG_07561	105084	67280	57131	72527	44737	60768	105084	67280	57131	72527	44737	60768	67921.17	76498	59344	0.776	-0.366	0.365712978922621	0.999999471897794	0.0822	0.1406	0.1182	0.1182	TRUE	0.8564
CNAG_07562	1457	969	1279	418	1484	2505	1457	969	1279	418	1484	2505	1352	1235	1469	1.189	0.25	0.64205068614584	0.999999471897794	0.3469	0.1432	0.2083	0.2083	TRUE	0.165
CNAG_07563	2664	1341	1305	1219	1302	1993	2664	1341	1305	1219	1302	1993	1637.33	1770	1505	0.85	-0.234	0.588636175239325	0.999999471897794	0.1237	0.1427	0.1347	0.1347	TRUE	2.3584
CNAG_07564	941	590	602	736	600	831	941	590	602	736	600	831	716.67	711	722	1.016	0.023	0.953583258317219	0.999999471897794	0.0478	0.1455	0.1093	0.1093	TRUE	0.9477
CNAG_07565	1017	744	1038	427	574	776	1017	744	1038	427	574	776	762.67	933	592	0.635	-0.655	0.100655371370661	0.926440254860575	0.0571	0.1452	0.1135	0.1135	TRUE	0.4734
CNAG_07566	1166	700	712	382	651	1058	1166	700	712	382	651	1058	778.17	859	697	0.811	-0.302	0.51096287797398	0.999999471897794	0.1621	0.1451	0.1509	0.1509	TRUE	0.4124
CNAG_07567	1382	719	1000	433	1204	1860	1382	719	1000	433	1204	1860	1099.67	1034	1166	1.128	0.173	0.73453848727756	0.999999471897794	0.2779	0.1438	0.1875	0.1875	TRUE	0.2041
CNAG_07570	4072	1443	1844	2568	1707	2831	4072	1443	1844	2568	1707	2831	2410.83	2453	2369	0.966	-0.05	0.913466781131046	0.999999471897794	0.1618	0.142	0.155	0.155	TRUE	2.8947
CNAG_07571	8899	4237	4321	4882	3921	5580	8899	4237	4321	4882	3921	5580	5306.67	5819	4794	0.824	-0.279	0.509741575474027	0.999999471897794	0.1199	0.1412	0.1293	0.1293	TRUE	2.6153
CNAG_07572	1336	790	1027	447	1233	2091	1336	790	1027	447	1233	2091	1154	1051	1257	1.196	0.258	0.615554472119809	0.999999471897794	0.2852	0.1436	0.1897	0.1897	TRUE	0.1744
CNAG_07573	1692	995	921	1571	983	1196	1692	995	921	1571	983	1196	1226.33	1203	1250	1.039	0.056	0.89252827637791	0.999999471897794	0.0829	0.1434	0.1216	0.1216	TRUE	1.0085
CNAG_07574	507	306	244	581	239	243	507	306	244	581	239	243	353.33	352	354	1.006	0.008	0.986552605658791	0.999999471897794	0.1981	0.1505	0.1664	0.1664	TRUE	2.4434
CNAG_07575	834	326	290	1174	533	734	834	326	290	1174	533	734	648.5	483	814	1.683	0.751	0.132174174121387	0.991412144544332	0.2429	0.146	0.1779	0.1779	TRUE	1.0045
CNAG_07576	794	490	548	443	599	634	794	490	548	443	599	634	584.67	611	559	0.915	-0.128	0.744857523551045	0.999999471897794	0.0486	0.1466	0.1105	0.1105	TRUE	0.8117
CNAG_07578	189	134	248	209	222	321	189	134	248	209	222	321	220.5	190	251	1.317	0.397	0.349671501773289	0.999999471897794	0.0678	0.1564	0.1254	0.1254	TRUE	0.2697
CNAG_07579	931	407	442	454	613	784	931	407	442	454	613	784	605.17	593	617	1.04	0.056	0.900262054329251	0.999999471897794	0.1408	0.1464	0.1444	0.1444	TRUE	0.8623
CNAG_07580	2543	1176	1309	944	1193	1815	2543	1176	1309	944	1193	1815	1496.67	1676	1317	0.786	-0.347	0.43619491429688	0.999999471897794	0.154	0.1429	0.1428	0.1428	TRUE	1.7795
CNAG_07582	917	412	519	314	486	598	917	412	519	314	486	598	541	616	466	0.756	-0.403	0.368100439945891	0.999999471897794	0.1376	0.147	0.1423	0.1423	TRUE	1.0267
CNAG_07583	2282	1507	1121	1172	552	861	2282	1507	1121	1172	552	861	1249.17	1637	862	0.526	-0.926	0.0351255110693706	0.60310680808196	0.1286	0.1434	0.1382	0.1382	TRUE	0.2996
CNAG_07584	22	52	78	61	62	95	22	52	78	61	62	95	61.67	51	73	1.434	0.52	0.336009044745693	0.999999471897794	0.1868	0.1972	0.194	0.194	TRUE	0.3278
CNAG_07585	0	1	1	1	0	4	0	1	1	1	0	4	1.17	1	2	2.5	1.322	0.557124899205558	0.999999471897794	0	3.1316	2.6035	2.6035	TRUE	0.592
CNAG_07586	0	25	33	10	36	35	0	25	33	10	36	35	23.17	19	27	1.397	0.482	0.744255918244472	0.999999471897794	1.5281	0.2912	0.521	1.5281	TRUE	1.4891
CNAG_07587	100	49	38	90	71	108	100	49	38	90	71	108	76	62	90	1.439	0.525	0.297453259685563	0.999999471897794	0.1325	0.1865	0.1691	0.1691	TRUE	1.1672
CNAG_07589	666	356	319	339	170	163	666	356	319	339	170	163	335.5	447	224	0.501	-0.997	0.0335208393555286	0.587483104249095	0.1632	0.151	0.1551	0.1551	TRUE	2.2229
CNAG_07590	4315	2674	3044	3056	2284	3122	4315	2674	3044	3056	2284	3122	3082.5	3344	2821	0.843	-0.246	0.521628890874705	0.999999471897794	0.0463	0.1417	0.1056	0.1056	TRUE	0.7839
CNAG_07591	4565	2043	2169	2065	1565	2046	4565	2043	2169	2065	1565	2046	2408.83	2926	1892	0.647	-0.629	0.143231699214492	0.999999471897794	0.1285	0.142	0.1326	0.1326	TRUE	2.9185
CNAG_07592	50	26	17	67	33	35	50	26	17	67	33	35	38	31	45	1.452	0.538	0.358948404228314	0.999999471897794	0.1958	0.2324	0.2203	0.2203	TRUE	1.1703
CNAG_07593	2341	1609	1521	1841	1515	2160	2341	1609	1521	1841	1515	2160	1831.17	1824	1839	1.008	0.012	0.975392203296995	0.999999471897794	0.0431	0.1425	0.1053	0.1053	TRUE	0.4874
CNAG_07594	1111	701	730	322	321	439	1111	701	730	322	321	439	604	847	361	0.426	-1.232	0.00180130165035187	0.0933658452473066	0.0512	0.1464	0.1104	0.1104	TRUE	0.8818
CNAG_07595	3206	1137	1249	1864	1487	2152	3206	1137	1249	1864	1487	2152	1849.17	1864	1834	0.984	-0.023	0.96047776991983	0.999999471897794	0.1709	0.1425	0.1567	0.1567	TRUE	3.9284
CNAG_07597	180	158	223	166	182	243	180	158	223	166	182	243	192	187	197	1.053	0.075	0.852346357220752	0.999999471897794	0.0304	0.1588	0.1123	0.1123	TRUE	0.4536
CNAG_07598	11084	7444	7349	7298	8726	12830	11084	7444	7349	7298	8726	12830	9121.83	8626	9618	1.115	0.157	0.693993246674166	0.999999471897794	0.0649	0.141	0.1148	0.1148	TRUE	0.8366
CNAG_07599	1647	1410	1381	794	1447	2112	1647	1410	1381	794	1447	2112	1465.17	1479	1451	0.981	-0.028	0.948425213717572	0.999999471897794	0.1158	0.143	0.1334	0.1334	TRUE	0.192
CNAG_07600	2327	1364	1181	1304	749	1016	2327	1364	1181	1304	749	1016	1323.5	1624	1023	0.63	-0.667	0.115262181578208	0.953237968675521	0.1075	0.1432	0.1284	0.1284	TRUE	0.8478
CNAG_07601	1055	632	864	623	882	1286	1055	632	864	623	882	1286	890.33	850	930	1.094	0.13	0.75807551412273	0.999999471897794	0.0945	0.1445	0.1267	0.1267	TRUE	0.3176
CNAG_07604	1197	793	848	930	758	1030	1197	793	848	930	758	1030	926	946	906	0.958	-0.062	0.870095527868722	0.999999471897794	0.0358	0.1444	0.1036	0.1036	TRUE	0.643
CNAG_07605	2166	1241	1181	992	1595	2388	2166	1241	1181	992	1595	2388	1593.83	1529	1658	1.084	0.117	0.794574520991692	0.999999471897794	0.1476	0.1428	0.1445	0.1445	TRUE	0.2487
CNAG_07607	2315	1549	1752	3004	1429	1826	2315	1549	1752	3004	1429	1826	1979.17	1872	2086	1.114	0.156	0.707320506778822	0.999999471897794	0.0876	0.1424	0.1245	0.1245	TRUE	0.8841
CNAG_07608	2394	1565	1797	1731	1899	2596	2394	1565	1797	1731	1899	2596	1997	1919	2075	1.082	0.113	0.76870825152926	0.999999471897794	0.0461	0.1423	0.1064	0.1064	TRUE	0.5831
CNAG_07609	1671	1305	1635	656	2193	3489	1671	1305	1635	656	2193	3489	1824.83	1537	2113	1.375	0.459	0.377014954048346	0.999999471897794	0.3012	0.1425	0.194	0.194	TRUE	0.1733
CNAG_07610	0	0	1	1	1	1	0	0	1	1	1	1	0.67	0	1	2.791	1.481	0.585499068472128	0.999999471897794	0	5.3748	3.8138	3.8138	TRUE	0.425
CNAG_07612	412	147	226	351	309	418	412	147	226	351	309	418	310.5	262	359	1.373	0.458	0.316112101261483	0.999999471897794	0.1371	0.1518	0.1469	0.1469	TRUE	0.9331
CNAG_07613	43	112	154	334	374	560	43	112	154	334	374	560	262.83	103	423	4.104	2.037	3.91873309719221e-05	0.00490930174120469	0.2074	0.1539	0.1708	0.1708	TRUE	2.1941
CNAG_07619	4292	2536	1987	3565	1865	2512	4292	2536	1987	3565	1865	2512	2792.83	2938	2647	0.901	-0.15	0.730343151727918	0.999999471897794	0.115	0.1418	0.137	0.137	TRUE	0.7271
CNAG_07620	2	0	0	0	1	0	2	0	0	0	1	0	0.5	1	0	0.537	-0.896	0.797445722959974	0.999999471897794	0	7.1195	7.0322	7.0322	TRUE	0.974
CNAG_07621	10	0	5	1	1	2	10	0	5	1	1	2	3.17	5	1	0.267	-1.907	0.206161623467584	0.999999471897794	0	1.2425	1.1647	1.1647	TRUE	0.0755
CNAG_07622	3396	1953	2102	1913	1949	2673	3396	1953	2102	1913	1949	2673	2331	2484	2178	0.877	-0.189	0.633906729964679	0.999999471897794	0.0646	0.1421	0.1134	0.1134	TRUE	1.2524
CNAG_07625	6616	4288	4447	4459	4344	6299	6616	4288	4447	4459	4344	6299	5075.5	5117	5034	0.984	-0.024	0.951402338166969	0.999999471897794	0.0448	0.1413	0.1078	0.1078	TRUE	0.8006
CNAG_07626	1900	1077	707	2795	449	597	1900	1077	707	2795	449	597	1254.17	1228	1280	1.043	0.06	0.921937712593475	0.999999471897794	0.5335	0.1434	0.2713	0.2713	TRUE	2.9562
CNAG_07627	1261	879	1095	261	1039	1887	1261	879	1095	261	1039	1887	1070.33	1078	1062	0.985	-0.022	0.969260060665031	0.999999471897794	0.4008	0.1439	0.2248	0.2248	TRUE	0.2097
CNAG_07628	21042	13842	13584	12664	14194	19623	21042	13842	13584	12664	14194	19623	15824.83	16156	15494	0.959	-0.06	0.877120574780321	0.999999471897794	0.0504	0.1408	0.1099	0.1099	TRUE	0.8561
CNAG_07629	4723	2556	2052	3856	1812	2362	4723	2556	2052	3856	1812	2362	2893.5	3110	2677	0.861	-0.217	0.635086406209084	0.999999471897794	0.1561	0.1418	0.1498	0.1498	TRUE	1.3682
CNAG_07630	2237	1248	1796	643	1831	2723	2237	1248	1796	643	1831	2723	1746.33	1760	1732	0.984	-0.023	0.963435473099315	0.999999471897794	0.2655	0.1426	0.1829	0.1829	TRUE	0.2786
CNAG_07631	13596	9028	5599	9327	3849	4932	13596	9028	5599	9327	3849	4932	7721.83	9408	6036	0.642	-0.64	0.173316446449703	0.999999471897794	0.2062	0.141	0.1592	0.1592	TRUE	0.2771
CNAG_07634	4505	3010	2621	2912	2141	3150	4505	3010	2621	2912	2141	3150	3056.5	3379	2734	0.809	-0.305	0.438248131738258	0.999999471897794	0.0614	0.1417	0.1114	0.1114	TRUE	1.0342
CNAG_07635	2806	2000	2275	769	1792	2723	2806	2000	2275	769	1792	2723	2060.83	2360	1761	0.746	-0.422	0.369762397230933	0.999999471897794	0.1926	0.1423	0.1593	0.1593	TRUE	0.2858
CNAG_07636	3507	1714	1829	1493	2362	3391	3507	1714	1829	1493	2362	3391	2382.67	2350	2415	1.028	0.04	0.930446527932819	0.999999471897794	0.1584	0.1421	0.1476	0.1476	TRUE	0.335
CNAG_07637	6491	2481	3296	3931	4499	5725	6491	2481	3296	3931	4499	5725	4403.83	4089	4718	1.154	0.206	0.640872363461771	0.999999471897794	0.14	0.1414	0.1409	0.1409	TRUE	1.8508
CNAG_07638	4794	2520	2785	2441	2314	3337	4794	2520	2785	2441	2314	3337	3031.83	3366	2697	0.801	-0.32	0.433513516246995	0.999999471897794	0.0891	0.1417	0.1197	0.1197	TRUE	1.6738
CNAG_07639	3597	2032	2227	1819	1484	2406	3597	2032	2227	1819	1484	2406	2260.83	2619	1903	0.727	-0.461	0.256748054583317	0.999999471897794	0.0824	0.1421	0.1184	0.1184	TRUE	1.1702
CNAG_07640	1889	962	1231	1115	1303	1766	1889	962	1231	1115	1303	1766	1377.67	1361	1395	1.025	0.036	0.931267608186198	0.999999471897794	0.0847	0.1431	0.1221	0.1221	TRUE	0.7269
CNAG_07641	258	187	152	479	211	245	258	187	152	479	211	245	255.33	199	312	1.566	0.647	0.15572543054206	0.999999471897794	0.1293	0.1543	0.1457	0.1457	TRUE	2.5018
CNAG_07642	112	71	77	238	313	407	112	71	77	238	313	407	203	87	319	3.685	1.882	1.0065961959033e-05	0.00174605724750919	0.0595	0.1578	0.1235	0.1235	TRUE	0.1124
CNAG_07645	907	500	701	722	571	710	907	500	701	722	571	710	685.17	703	668	0.95	-0.074	0.851574045082787	0.999999471897794	0.0499	0.1457	0.1104	0.1104	TRUE	0.1807
CNAG_07646	348	231	398	301	325	418	348	231	398	301	325	418	336.83	326	348	1.069	0.096	0.812362546684448	0.999999471897794	0.0495	0.1509	0.1141	0.1141	TRUE	0.7033
CNAG_07647	5102	2950	2505	3449	1878	2833	5102	2950	2505	3449	1878	2833	3119.5	3519	2720	0.773	-0.372	0.386328890266383	0.999999471897794	0.1197	0.1417	0.1322	0.1322	TRUE	0.9544
CNAG_07648	16	0	2	5	11	14	16	0	2	5	11	14	8	6	10	1.667	0.737	0.502203295355229	0.999999471897794	1.3448	0.5768	0.7359	0.7359	TRUE	3.1706
CNAG_07649	9147	4604	4981	6360	5677	7997	9147	4604	4981	6360	5677	7997	6461	6244	6678	1.07	0.097	0.81377101076187	0.999999471897794	0.0757	0.1411	0.1219	0.1219	TRUE	2.0184
CNAG_07651	291	205	220	199	264	439	291	205	220	199	264	439	269.67	239	301	1.26	0.333	0.444052150067828	0.999999471897794	0.0981	0.1535	0.1328	0.1328	TRUE	0.6719
CNAG_07652	3	0	1	0	1	6	3	0	1	0	1	6	1.83	1	2	1.75	0.807	0.670191304092674	0.999999471897794	1.832	2.0439	2.0006	2.0006	TRUE	1.8896
CNAG_07653	2	3	2	4	1	0	2	3	2	4	1	0	2	2	2	0.714	-0.485	0.769708819149916	0.999999471897794	0	1.8853	1.4671	1.4671	TRUE	1.1484
CNAG_07654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CNAG_07655	0	0	0	0	0	1	0	0	0	0	0	1	0.17	0	0	1.948	0.962	0.813666821888577	0.999999471897794	0	21.0773	10	10	TRUE	0.425
CNAG_07657	1870	731	1039	482	1581	2494	1870	731	1039	482	1581	2494	1366.17	1213	1519	1.252	0.324	0.557428334234812	0.999999471897794	0.3835	0.1431	0.2193	0.2193	TRUE	0.1918
CNAG_07659	6541	4212	4178	3960	4363	6240	6541	4212	4178	3960	4363	6240	4915.67	4977	4854	0.975	-0.036	0.927401456814195	0.999999471897794	0.0549	0.1413	0.1123	0.1123	TRUE	0.9212
CNAG_07660	31548	15778	15318	14414	11773	17847	31548	15778	15318	14414	11773	17847	17779.67	20881	14678	0.703	-0.509	0.229289880166287	0.999999471897794	0.1194	0.1408	0.1289	0.1289	TRUE	2.1744
CNAG_07661	2074	688	620	906	680	931	2074	688	620	906	680	931	983.17	1127	839	0.744	-0.426	0.389933146211301	0.999999471897794	0.2406	0.1441	0.176	0.176	TRUE	6.4675
CNAG_07663	19	22	23	111	115	105	19	22	23	111	115	105	65.83	21	110	5.172	2.371	3.33124479581927e-07	0.000160224945931249	0	0.1936	0.1275	0.1275	TRUE	0.0516
CNAG_07664	5276	3116	3587	2851	3707	5405	5276	3116	3587	2851	3707	5405	3990.33	3993	3988	0.999	-0.002	0.996271130704663	0.999999471897794	0.0883	0.1415	0.1223	0.1223	TRUE	0.5046
CNAG_07665	11619	4921	5712	5489	5750	8836	11619	4921	5712	5489	5750	8836	7054.5	7417	6692	0.902	-0.149	0.737543362595436	0.999999471897794	0.1386	0.1411	0.1414	0.1414	TRUE	2.9982
CNAG_07666	52	23	43	44	62	87	52	23	43	44	62	87	51.83	39	64	1.636	0.71	0.176522434676465	0.999999471897794	0.1139	0.2079	0.1783	0.1783	TRUE	0.2565
CNAG_07667	11847	8082	8153	10426	9570	14686	11847	8082	8153	10426	9570	14686	10460.67	9361	11561	1.235	0.305	0.42979200940903	0.999999471897794	0.0544	0.1409	0.1071	0.1071	TRUE	0.6837
CNAG_07668	1618	1409	1487	1166	1561	2239	1618	1409	1487	1166	1561	2239	1580	1505	1655	1.1	0.138	0.72549223018307	0.999999471897794	0.0511	0.1428	0.1102	0.1102	TRUE	0.3657
CNAG_07669	3050	1600	2049	1907	1726	2781	3050	1600	2049	1907	1726	2781	2185.5	2233	2138	0.957	-0.063	0.878713415611075	0.999999471897794	0.0843	0.1422	0.1213	0.1213	TRUE	0.5831
CNAG_07670	80	46	52	17	68	62	80	46	52	17	68	62	54.17	59	49	0.826	-0.276	0.629503934128063	0.999999471897794	0.2458	0.205	0.2174	0.2174	TRUE	2.6475
CNAG_07671	843	554	752	534	591	653	843	554	752	534	591	653	654.5	716	593	0.827	-0.273	0.467959397448483	0.999999471897794	0.0262	0.1459	0.1007	0.1007	TRUE	0.4652
CNAG_07672	1673	1064	1524	494	1798	3158	1673	1064	1524	494	1798	3158	1618.5	1420	1817	1.279	0.355	0.516846912511793	0.999999471897794	0.3722	0.1427	0.2156	0.2156	TRUE	0.1544
CNAG_07674	848	409	488	856	475	528	848	409	488	856	475	528	600.67	582	620	1.065	0.091	0.835555606443785	0.999999471897794	0.1216	0.1464	0.1377	0.1377	TRUE	1.8845
CNAG_07675	2287	1704	1320	749	1815	2801	2287	1704	1320	749	1815	2801	1779.33	1770	1788	1.01	0.015	0.976124739417986	0.999999471897794	0.2276	0.1426	0.1709	0.1709	TRUE	0.2022
CNAG_07676	19776	12805	14015	13818	16559	25256	19776	12805	14015	13818	16559	25256	17038.17	15532	18544	1.194	0.256	0.525227445317041	0.999999471897794	0.0776	0.1408	0.1167	0.1167	TRUE	0.9305
CNAG_07677	1588	750	611	1149	592	779	1588	750	611	1149	592	779	911.5	983	840	0.855	-0.227	0.6277311035724	0.999999471897794	0.1795	0.1444	0.1565	0.1565	TRUE	1.6559
CNAG_07678	386	244	260	151	145	197	386	244	260	151	145	197	230.5	297	164	0.554	-0.852	0.0363143321061347	0.608085288856438	0.0423	0.1557	0.1147	0.1147	TRUE	0.784
CNAG_07679	1837	1420	1803	755	1370	1982	1837	1420	1803	755	1370	1982	1527.83	1687	1369	0.812	-0.301	0.486276643648363	0.999999471897794	0.1179	0.1429	0.1341	0.1341	TRUE	0.2304
CNAG_07680	543	379	521	448	477	607	543	379	521	448	477	607	495.83	481	511	1.062	0.086	0.821433607558717	0.999999471897794	0.0294	0.1476	0.1035	0.1035	TRUE	0.4008
CNAG_07681	1045	580	656	249	638	929	1045	580	656	249	638	929	682.83	760	605	0.796	-0.329	0.507515444106373	0.999999471897794	0.2377	0.1457	0.176	0.176	TRUE	0.3505
CNAG_07682	1081	440	387	157	395	600	1081	440	387	157	395	600	510	636	384	0.604	-0.728	0.180148582399961	0.999999471897794	0.348	0.1474	0.2105	0.2105	TRUE	0.5576
CNAG_07685	695	299	381	412	320	443	695	299	381	412	320	443	425	458	392	0.855	-0.227	0.602397039381761	0.999999471897794	0.1108	0.1488	0.1342	0.1342	TRUE	1.3196
CNAG_07686	1450	966	1028	932	1457	2010	1450	966	1028	932	1457	2010	1307.17	1148	1466	1.277	0.353	0.399185825050921	0.999999471897794	0.0927	0.1433	0.1256	0.1256	TRUE	0.1567
CNAG_07687	237	89	101	185	126	159	237	89	101	185	126	159	149.5	142	157	1.101	0.138	0.774557870058253	0.999999471897794	0.1569	0.1639	0.1616	0.1616	TRUE	2.674
CNAG_07688	4090	1667	1642	2001	1461	1904	4090	1667	1642	2001	1461	1904	2127.5	2466	1789	0.725	-0.463	0.304380438027683	0.999999471897794	0.154	0.1422	0.1463	0.1463	TRUE	4.0224
CNAG_07689	9127	5195	5209	4468	4298	6346	9127	5195	5209	4468	4298	6346	5773.83	6510	5037	0.774	-0.37	0.360837531052135	0.999999471897794	0.0858	0.1412	0.118	0.118	TRUE	1.5087
CNAG_07690	3085	1358	1681	2449	1384	1571	3085	1358	1681	2449	1384	1571	1921.33	2041	1801	0.882	-0.18	0.682973723153146	0.999999471897794	0.1305	0.1424	0.1402	0.1402	TRUE	1.7011
CNAG_07691	1230	344	360	365	198	223	1230	344	360	365	198	223	453.33	645	262	0.406	-1.299	0.0145878106378186	0.369612505486303	0.3123	0.1483	0.2012	0.2012	TRUE	7.4402
CNAG_07692	2211	877	1032	959	887	1148	2211	877	1032	959	887	1148	1185.67	1373	998	0.727	-0.461	0.297273169549273	0.999999471897794	0.1329	0.1435	0.1399	0.1399	TRUE	3.4255
CNAG_07693	104	25	29	142	50	68	104	25	29	142	50	68	69.67	53	87	1.646	0.719	0.246023199355272	0.999999471897794	0.4162	0.1907	0.2613	0.2613	TRUE	2.5299
CNAG_07694	4052	1982	2263	1457	1767	2537	4052	1982	2263	1457	1767	2537	2343	2766	1920	0.694	-0.526	0.219124386873549	0.999999471897794	0.1237	0.1421	0.1317	0.1317	TRUE	2.0099
CNAG_07695	20988	8697	9197	19923	4853	7227	20988	8697	9197	19923	4853	7227	11814.17	12961	10668	0.823	-0.281	0.606628832672559	0.999999471897794	0.3381	0.1409	0.2144	0.2144	TRUE	3.4264
CNAG_07698	19	15	9	29	70	77	19	15	9	29	70	77	36.5	14	59	4.093	2.033	0.000666943217249977	0.0460415709100799	0.1624	0.2362	0.2139	0.2139	TRUE	1.4826
CNAG_07699	2005	1273	1499	734	1438	2437	2005	1273	1499	734	1438	2437	1564.33	1592	1536	0.965	-0.052	0.91245729113044	0.999999471897794	0.189	0.1428	0.1584	0.1584	TRUE	0.3119
CNAG_07700	21	4	15	28	11	19	21	4	15	28	11	19	16.33	13	19	1.45	0.536	0.472383050117533	0.999999471897794	0.2941	0.3542	0.3377	0.3377	TRUE	0.3652
